LotFrontage,LotArea,Utilities,BldgType,HouseStyle,MasVnrType,MasVnrArea,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Functional,PavedDrive,WoodDeckSF,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MSSubClass_MSZoning,Street_Alley,LandContour_LandSlope,LotShape_LotConfig,Neighborhood_Condition1_Condition2,OverallQual_OverallCond,"SUB(YearRemodAdd, YearBuilt)","SUB(NOW, YearBuilt)","SUB(NOW, YearRemodAdd)",RoofStyle_RoofMatl,Exterior1st_Exterior2nd,ExterQual_ExterCond,BsmtQual_BsmtCond_BsmtExposure_BsmtFinType1_BsmtFinType2,Heating_HeatingQC,KitchenAbvGr_KitchenQual,Fireplaces_FireplaceQu,GarageType_GarageYrBlt_GarageFinish_GarageCars_GarageArea_GarageQual_GarageCond,OpenPorchSF_EnclosedPorch_3SsnPorch_ScreenPorch,"DATEDIFF(NOW, YrSold_MoSold)",SaleType_SaleCondition,"ADD(1stFlrSF, 2ndFlrSF)","DIVIDE(2ndFlrSF, 1stFlrSF)","DIVIDE(1stFlrSF, LotArea)","DIVIDE(2ndFlrSF, LotArea)","DIVIDE(ADD(1stFlrSF, 2ndFlrSF), LotArea)"
80.0,10400,0,0,1,0,102.0,1,929,0,916,1845,0,0,1872,0,0,1872,0,1,2,0,3,6,0,0,197,0,-1,-1,-1,0,1,0,0,0,30,0,0,31,31,0,7,1,4,1,1,1,227,132,4620,0,1872,0.0,0.18,0.0,0.18
69.0,9142,0,1,0,1,0.0,5,0,0,1020,1020,1,3,908,1020,0,1928,0,0,2,0,4,9,0,0,0,0,-1,-1,-1,0,14,1,0,0,21,1,40,109,69,0,16,4,32,1,5,0,228,133,4681,0,1928,1.1233480176211454,0.0993218114198206,0.11157295996499672,0.21089477138481733
75.0,11310,0,0,1,1,0.0,1,0,0,1367,1367,0,0,1375,0,0,1375,0,0,1,0,2,5,0,0,0,0,-1,-1,-1,0,1,0,0,0,11,7,0,65,65,1,20,1,7,0,1,1,229,27,4620,0,1375,0.0,0.12157382847038019,0.0,0.12157382847038019
72.0,11317,0,0,0,0,101.0,0,0,0,840,840,0,0,840,828,0,1668,0,0,2,1,3,8,0,0,144,0,-1,-1,-1,0,0,0,0,0,0,0,0,16,16,0,0,0,17,0,0,0,230,64,4163,0,1668,0.9857142857142858,0.07422461783158081,0.07316426614827251,0.1473888839798533
,159000,0,0,2,3,472.0,1,697,0,747,1444,0,0,1444,700,0,2144,0,1,2,0,4,7,0,0,0,0,-1,-1,0,500,3,0,6,9,28,9,48,61,13,0,21,0,66,1,0,3,231,119,4255,0,2144,0.48476454293628807,0.009081761006289308,0.00440251572327044,0.013484276729559748
55.0,5350,0,0,1,1,0.0,1,0,0,728,728,0,0,1306,0,0,1306,0,0,1,0,3,6,4,0,263,0,-1,1,0,450,22,0,0,2,12,21,26,79,53,0,22,9,7,0,4,0,39,1,3190,0,1306,0.0,0.2441121495327103,0.0,0.2441121495327103
44.0,4750,0,3,1,2,481.0,0,1573,0,0,1573,0,0,1625,0,0,1625,1,1,2,0,2,5,0,0,123,0,-1,-1,-1,0,8,0,8,2,2,2,1,13,12,1,0,0,31,0,0,2,232,134,4072,9,1625,0.0,0.34210526315789475,0.0,0.34210526315789475
65.0,8366,0,0,0,1,0.0,0,0,0,798,798,0,0,798,842,0,1640,0,0,2,1,3,6,0,0,138,0,-1,-1,-1,0,0,0,0,2,20,7,0,15,15,0,0,0,17,0,0,0,233,67,3706,0,1640,1.055137844611529,0.09538608654076022,0.10064546975854649,0.19603155629930671
85.0,9350,0,0,5,0,108.0,1,270,580,452,1302,0,0,1302,0,0,1302,0,1,2,0,3,7,1,0,333,0,-1,0,-1,0,16,0,0,0,11,9,27,55,28,1,3,1,67,0,0,0,234,1,4133,12,1302,0.0,0.13925133689839572,0.0,0.13925133689839572
70.0,8400,0,0,1,1,0.0,1,922,0,392,1314,0,0,1314,0,0,1314,1,0,1,0,3,5,0,0,250,0,-1,-1,-1,0,1,0,0,0,11,5,0,62,62,0,1,3,9,2,1,0,235,1,3159,0,1314,0.0,0.15642857142857142,0.0,0.15642857142857142
66.0,8738,0,0,0,0,302.0,0,0,0,975,975,0,0,1005,1286,0,2291,0,0,2,1,4,8,0,0,192,0,-1,-1,-1,0,0,0,0,2,22,0,0,20,20,0,0,0,17,0,0,1,236,1,4740,0,2291,1.2796019900497513,0.11501487754634927,0.147173266193637,0.2621881437399863
64.0,8791,0,0,0,1,0.0,0,503,0,361,864,0,0,864,864,0,1728,0,0,2,1,3,7,0,0,216,0,-1,-1,-1,0,24,0,0,2,5,7,0,16,16,0,0,0,34,0,0,0,237,20,3920,0,1728,1.0,0.09828233420543737,0.09828233420543737,0.19656466841087475
68.0,8814,0,0,1,2,180.0,0,1334,0,270,1604,0,0,1604,0,0,1604,1,0,2,1,3,8,0,0,123,0,-1,-1,-1,0,1,0,0,0,0,0,0,13,13,0,0,0,0,0,0,2,238,18,3616,1,1604,0.0,0.1819832085318811,0.0,0.1819832085318811
80.0,12435,0,0,0,0,172.0,0,361,0,602,963,0,0,963,829,0,1792,0,0,2,1,3,7,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,1,239,135,3920,0,1792,0.8608515057113187,0.07744270205066345,0.06666666666666667,0.14410936871733013
70.0,12702,0,0,1,1,0.0,0,0,0,0,0,0,2,882,0,0,882,0,0,1,0,2,4,0,0,0,0,-1,-1,-1,0,25,0,0,0,21,3,0,63,63,0,11,1,14,1,1,0,240,67,3706,0,882,0.0,0.06943788379782712,0.0,0.06943788379782712
120.0,19296,0,0,5,0,399.0,1,672,690,0,1362,0,0,1382,0,0,1382,1,0,1,0,3,6,0,0,0,0,-1,1,-1,0,16,0,0,5,35,7,0,57,57,0,7,1,68,2,1,1,241,136,3555,0,1382,0.0,0.07162106135986733,0.0,0.07162106135986733
69.0,9588,0,0,0,2,270.0,0,0,0,1482,1482,0,0,1482,1092,0,2574,0,0,2,1,3,10,0,0,0,0,-1,-1,-1,0,0,0,0,2,0,2,0,12,12,0,9,0,40,0,3,2,242,137,4102,2,2574,0.7368421052631579,0.15456821026282855,0.11389236545682102,0.26846057571964954
88.0,8471,0,0,5,0,46.0,1,506,0,0,506,0,0,1212,0,0,1212,1,0,1,0,3,6,0,0,292,0,-1,1,-1,0,16,0,0,3,9,9,18,42,24,0,6,1,69,2,1,1,243,138,4590,0,1212,0.0,0.14307637823161373,0.0,0.14307637823161373
50.0,5500,0,0,2,1,0.0,2,234,692,0,926,0,0,926,0,390,1316,1,0,1,0,3,6,0,0,0,0,-1,-1,-1,0,4,0,0,5,21,12,72,90,18,0,7,1,70,2,1,0,244,1,3220,0,926,0.0,0.16836363636363635,0.0,0.16836363636363635
30.0,5232,0,0,1,1,0.0,2,0,0,680,680,1,3,764,0,0,764,0,0,1,0,2,4,0,1,0,0,-1,-1,-1,0,9,1,1,10,7,3,79,94,15,0,7,1,32,1,1,0,245,1,3889,0,764,0.0,0.14602446483180428,0.0,0.14602446483180428
78.0,12090,0,0,1,0,210.0,1,588,228,606,1422,0,0,1422,0,0,1422,0,0,2,0,3,7,0,0,276,0,-1,2,-1,0,1,0,0,2,30,16,0,38,38,0,1,3,71,2,0,1,246,1,3889,0,1422,0.0,0.11761786600496278,0.0,0.11761786600496278
70.0,11207,0,0,0,1,0.0,0,714,0,88,802,0,0,802,709,0,1511,1,0,2,1,3,8,0,0,95,0,-1,-1,-1,0,0,0,4,4,22,7,0,22,22,0,0,1,4,1,1,1,247,38,4620,0,1511,0.8840399002493765,0.07156241634692603,0.06326403140894084,0.13482644775586686
60.0,8400,0,0,7,1,0.0,0,378,0,342,720,0,0,1052,720,420,2192,0,0,2,1,4,8,0,0,262,0,-1,-1,-1,0,30,0,2,0,45,13,58,80,22,0,7,1,15,0,0,2,248,72,3859,0,1772,0.6844106463878327,0.12523809523809523,0.08571428571428572,0.21095238095238095
71.0,6900,0,0,1,1,0.0,1,403,125,212,740,0,0,778,0,0,778,0,0,1,0,2,4,0,0,0,0,-1,-1,-1,0,9,0,0,0,14,5,15,79,64,0,0,1,54,0,1,2,249,81,4010,0,778,0.0,0.1127536231884058,0.0,0.1127536231884058
,7917,0,0,1,0,174.0,1,751,0,392,1143,0,0,1113,0,0,1113,1,0,1,1,3,6,0,0,370,0,-1,2,-1,0,1,0,0,3,18,9,0,43,43,1,3,3,72,2,1,5,250,27,4286,0,1113,0.0,0.14058355437665782,0.0,0.14058355437665782
84.0,10728,0,0,0,1,0.0,0,0,0,1095,1095,0,0,1095,844,0,1939,0,0,2,1,3,8,0,0,192,0,-1,-1,-1,0,24,0,0,0,5,2,0,13,13,0,0,0,63,1,0,2,251,139,4559,2,1939,0.7707762557077625,0.10206935123042506,0.07867263236390754,0.18074198359433258
73.0,39104,0,0,1,1,0.0,1,226,1063,96,1385,0,0,1363,0,0,1363,1,0,1,0,2,5,4,0,81,0,-1,-1,-1,0,1,0,6,7,28,11,51,65,14,8,10,1,24,0,1,3,252,1,3950,0,1363,0.0,0.03485576923076923,0.0,0.03485576923076923
92.0,11764,0,0,0,0,348.0,0,524,0,628,1152,0,0,1164,1106,0,2270,0,0,2,1,4,9,0,0,132,0,-1,-1,-1,0,0,0,0,7,3,32,8,20,12,0,0,0,0,0,0,2,253,6,3220,0,2270,0.9501718213058419,0.09894593675620537,0.09401564093845631,0.19296157769466168
80.0,9600,0,0,1,3,183.0,1,620,620,0,1240,0,0,1632,0,0,1632,1,0,2,0,3,6,1,0,289,0,-1,0,-1,0,1,0,0,0,46,16,30,61,31,1,7,1,73,1,1,2,254,1,3585,0,1632,0.0,0.17,0.0,0.17
76.0,8314,0,0,1,1,0.0,1,546,0,270,816,0,0,816,0,0,816,0,0,1,0,2,5,0,0,168,0,-1,-1,-1,0,1,0,0,5,4,12,0,37,37,0,23,1,46,2,1,0,255,1,4255,0,816,0.0,0.09814770267019485,0.0,0.09814770267019485
55.0,7264,0,0,2,1,0.0,2,0,0,952,952,1,0,952,596,0,1548,0,0,2,1,3,5,0,0,74,0,-1,-1,-1,0,3,0,0,0,12,11,82,94,12,0,7,6,7,7,3,0,256,140,3402,0,1548,0.6260504201680672,0.13105726872246695,0.08204845814977973,0.2131057268722467
129.0,9196,0,0,1,1,0.0,0,0,0,1560,1560,0,0,1560,0,0,1560,0,0,2,0,3,7,0,0,100,0,-1,-1,-1,0,1,0,0,2,4,0,0,16,16,0,0,0,40,0,0,0,257,141,3220,0,1560,0.0,0.16963897346672466,0.0,0.16963897346672466
140.0,19138,0,0,1,1,0.0,1,120,0,744,864,0,0,864,0,0,864,0,0,1,0,2,4,0,0,0,0,-1,-1,-1,0,1,0,0,5,22,10,0,68,68,0,0,1,15,0,1,0,258,1,3159,0,864,0.0,0.04514578325843871,0.0,0.04514578325843871
107.0,14450,0,0,1,0,315.0,0,0,0,2121,2121,0,0,2121,0,0,2121,0,0,2,1,3,8,0,0,124,0,-1,-1,-1,0,1,0,0,0,10,6,1,13,12,0,9,2,26,0,3,6,259,142,4286,2,2121,0.0,0.14678200692041524,0.0,0.14678200692041524
83.0,10005,0,0,0,0,299.0,1,392,0,768,1160,0,0,1156,866,0,2022,0,0,2,1,4,8,0,0,288,0,-1,-1,-1,0,0,0,0,0,28,0,0,42,42,1,10,1,41,0,1,1,260,143,3981,0,2022,0.7491349480968859,0.11554222888555722,0.0865567216391804,0.20209895052473764
82.0,11287,0,0,0,0,340.0,1,421,0,386,807,0,0,1175,807,0,1982,0,0,2,1,3,7,0,0,0,0,-1,-1,-1,0,0,0,0,0,20,4,0,30,30,0,10,0,4,1,0,1,261,144,4406,0,1982,0.6868085106382978,0.10410206432178612,0.07149818375121822,0.17560024807300434
60.0,7200,0,0,1,2,68.0,0,905,0,357,1262,0,0,1262,0,0,1262,0,0,2,0,2,5,0,0,0,0,-1,-1,-1,0,13,2,0,0,5,7,0,13,13,0,0,0,0,1,0,0,262,93,4651,2,1262,0.0,0.17527777777777778,0.0,0.17527777777777778
34.0,5063,0,4,1,2,166.0,0,904,0,410,1314,0,0,1314,0,0,1314,1,0,2,0,2,6,0,0,172,0,-1,-1,-1,0,11,0,0,0,10,0,1,12,11,0,0,0,0,0,0,2,263,94,3585,13,1314,0.0,0.2595299229705708,0.0,0.2595299229705708
74.0,9612,0,0,1,2,72.0,0,0,0,1468,1468,0,0,1468,0,0,1468,0,0,2,0,3,6,0,0,210,0,-1,-1,-1,0,1,0,0,0,47,2,1,11,10,0,0,0,17,0,0,2,264,141,3341,2,1468,0.0,0.1527257594673325,0.0,0.1527257594673325
50.0,8012,0,3,1,1,0.0,0,430,0,1145,1575,0,0,1575,0,0,1575,1,0,2,0,2,5,0,0,0,0,-1,-1,-1,0,11,0,0,0,20,7,0,27,27,0,24,0,0,1,0,0,265,145,4225,0,1575,0.0,0.19658012980529208,0.0,0.19658012980529208
35.0,4251,0,3,0,1,0.0,0,0,0,625,625,0,0,625,625,0,1250,0,0,2,1,2,5,0,0,0,0,-1,-1,-1,0,17,2,0,2,5,0,1,13,12,0,1,0,17,0,0,0,266,146,4255,2,1250,1.0,0.14702422959303693,0.14702422959303693,0.29404845918607386
77.0,9786,0,0,2,1,0.0,1,600,0,312,912,0,0,1085,649,0,1734,0,0,1,1,3,7,0,0,0,0,-1,2,-1,0,3,0,1,2,11,9,19,57,38,0,7,1,9,2,0,2,267,147,4620,0,1734,0.5981566820276498,0.11087267525035766,0.06631923155528306,0.1771919068056407
,8125,0,0,1,1,0.0,1,614,0,244,858,0,0,858,0,0,858,0,0,1,0,3,5,0,0,0,0,-1,-1,-1,0,1,0,0,3,11,15,0,48,48,0,3,1,13,2,1,0,39,1,4620,0,858,0.0,0.1056,0.0,0.1056
,9819,0,0,1,0,31.0,1,450,0,432,882,0,0,900,0,0,900,0,0,1,0,3,5,0,0,0,0,-1,0,-1,0,1,0,0,2,9,3,0,52,52,0,1,3,13,2,1,0,268,1,3279,0,900,0.0,0.09165902841429881,0.0,0.09165902841429881
60.0,8730,0,0,0,1,0.0,2,0,0,698,698,0,2,698,698,0,1396,0,0,1,0,3,7,0,0,0,0,-1,-1,-1,0,2,0,0,0,48,9,88,104,16,0,7,1,7,0,1,0,269,148,4225,0,1396,1.0,0.07995418098510881,0.07995418098510881,0.15990836197021763
120.0,15611,0,0,0,1,0.0,0,0,0,1079,1079,0,0,1079,840,0,1919,0,0,2,1,3,8,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,2,0,13,13,0,0,0,12,0,0,2,270,139,4590,2,1919,0.7784986098239111,0.06911792966497982,0.05380821215809365,0.12292614182307347
55.0,5687,0,1,0,1,0.0,0,210,0,570,780,1,0,936,780,0,1716,1,0,2,0,6,9,0,1,0,0,-1,-1,-1,0,5,1,1,0,45,5,88,107,19,0,0,4,42,0,4,0,39,149,3981,0,1716,0.8333333333333334,0.16458589766133286,0.13715491471777738,0.30174081237911027
60.0,11409,0,0,2,1,0.0,1,292,0,476,768,0,0,1148,568,0,1716,0,0,1,1,3,8,3,0,0,0,-1,-1,-1,0,3,0,0,0,18,24,59,70,11,0,7,1,15,1,1,2,271,150,3675,0,1716,0.49477351916376305,0.10062231571566307,0.04978525725304584,0.1504075729687089
,16659,0,0,0,0,34.0,1,795,0,0,795,0,0,1468,795,0,2263,1,0,2,1,3,9,0,0,0,0,-1,-1,-1,0,0,0,0,3,49,11,17,42,25,0,10,1,11,3,0,1,272,151,4712,0,2263,0.5415531335149864,0.0881205354463053,0.047721952097965065,0.13584248754427036
80.0,9600,0,0,1,2,238.0,1,1285,0,131,1416,0,0,1644,0,0,1644,1,0,1,0,3,7,0,0,110,0,-1,-1,-1,0,1,0,0,0,11,7,0,66,66,1,3,1,8,2,1,4,273,1,3402,0,1644,0.0,0.17125,0.0,0.17125
37.0,7937,0,0,5,1,0.0,1,819,0,184,1003,0,0,1003,0,0,1003,1,0,1,0,3,6,0,0,120,0,-1,2,-1,0,16,0,0,7,4,16,0,35,35,0,3,1,48,2,1,0,274,1,4712,0,1003,0.0,0.12637016504976692,0.0,0.12637016504976692
75.0,13710,0,0,2,1,0.0,1,420,0,490,910,0,2,910,648,0,1558,0,0,1,1,4,6,0,0,289,0,-1,0,-1,0,4,0,0,0,14,3,0,69,69,0,7,1,13,2,1,0,275,1,4255,0,1558,0.7120879120879121,0.06637490882567469,0.04726477024070022,0.11363967906637491
66.0,7399,0,0,0,0,1600.0,0,649,0,326,975,0,0,975,975,0,1950,0,0,2,1,3,7,0,0,0,0,-1,-1,-1,0,24,2,0,2,5,0,1,22,21,1,0,0,41,0,0,1,276,152,4255,0,1950,1.0,0.13177456413028787,0.13177456413028787,0.26354912826057575
90.0,11700,0,0,0,0,365.0,1,384,175,143,702,0,0,1041,702,0,1743,0,1,1,2,3,7,0,0,224,0,-1,-1,-1,0,0,0,0,0,30,16,0,51,51,4,25,0,54,1,1,2,277,1,4255,0,1743,0.6743515850144092,0.08897435897435897,0.06,0.14897435897435898
80.0,14000,0,0,1,1,0.0,1,0,0,1092,1092,0,0,1152,0,0,1152,0,1,1,0,3,6,0,0,0,0,-1,2,-1,0,1,0,0,0,2,1,54,69,15,0,3,3,7,0,0,2,278,46,3463,9,1152,0.0,0.08228571428571428,0.0,0.08228571428571428
90.0,15750,0,1,1,0,56.0,1,841,0,324,1165,0,0,1336,0,0,1336,1,0,1,0,2,5,0,0,0,0,-1,-1,-1,0,5,0,0,5,2,3,0,66,66,1,1,1,74,2,1,4,279,1,4620,0,1336,0.0,0.08482539682539683,0.0,0.08482539682539683
66.0,16226,0,0,0,1,0.0,0,281,0,747,1028,0,0,1210,1242,0,2452,0,0,2,1,4,9,0,0,208,0,-1,-1,-1,0,0,0,0,10,0,2,1,21,20,0,0,0,0,0,0,1,280,22,4286,0,2452,1.0264462809917356,0.07457167508936276,0.07654381856280044,0.1511154936521632
118.0,13704,0,0,1,0,150.0,0,0,0,1541,1541,0,0,1541,0,0,1541,0,0,2,0,3,6,0,0,468,0,-1,-1,-1,0,1,0,0,3,0,0,1,18,17,0,0,0,17,0,0,1,281,153,4771,0,1541,0.0,0.11244892002335084,0.0,0.11244892002335084
70.0,9800,0,0,1,1,0.0,0,894,0,0,894,0,0,894,0,0,894,1,0,1,0,3,5,0,0,256,0,-1,1,-1,0,1,0,0,5,0,12,0,47,47,0,0,1,11,2,1,0,282,1,4590,1,894,0.0,0.09122448979591836,0.0,0.09122448979591836
87.0,18386,0,0,7,1,0.0,2,0,0,1470,1470,0,0,1675,1818,0,3493,0,0,3,0,3,10,0,0,302,0,-1,-1,-1,0,18,0,0,0,21,28,122,139,17,0,9,1,7,0,0,6,283,1,3920,0,3493,1.0853731343283581,0.091101925378005,0.09887958229087349,0.1899815076688785
80.0,10386,0,0,1,2,246.0,0,1464,0,536,2000,0,0,2000,0,0,2000,1,0,2,0,3,8,0,0,168,0,-1,-1,-1,0,1,0,0,0,0,2,1,15,14,0,9,0,0,0,0,0,284,1,4225,0,2000,0.0,0.19256691700365877,0.0,0.19256691700365877
116.0,13474,0,0,0,0,246.0,1,700,0,0,700,0,0,1122,1121,0,2243,1,0,2,1,4,8,0,0,127,0,-1,-1,-1,0,0,0,0,0,39,0,1,29,28,0,6,0,28,1,0,1,285,154,4255,0,2243,0.9991087344028521,0.08327148582455099,0.08319726881401217,0.16646875463856317
,7920,0,0,2,1,0.0,1,0,0,319,319,0,2,1035,371,0,1406,0,0,1,0,3,6,0,1,0,0,-1,0,-1,0,4,1,0,2,31,9,30,99,69,0,1,4,7,2,4,0,39,155,3981,0,1406,0.35845410628019325,0.13068181818181818,0.04684343434343435,0.17752525252525253
,12342,0,0,1,1,0.0,1,262,0,599,861,0,0,861,0,0,861,0,0,1,0,1,4,0,0,158,0,-1,-1,-1,0,22,0,0,2,18,10,10,79,69,0,0,1,13,0,1,0,286,1,3616,0,861,0.0,0.06976178901312591,0.0,0.06976178901312591
90.0,12378,0,0,1,1,0.0,0,1274,0,622,1896,0,0,1944,0,0,1944,1,0,2,0,3,8,0,0,208,0,-1,-1,-1,0,1,0,0,2,10,6,1,16,15,0,0,0,25,0,3,10,287,156,4467,0,1944,0.0,0.1570528356761997,0.0,0.1570528356761997
,7685,0,0,0,0,112.0,0,518,0,179,697,0,0,697,804,0,1501,0,0,2,1,3,6,0,0,190,0,-1,-1,-1,0,0,0,0,2,22,7,1,26,25,0,3,1,28,1,0,1,288,62,4651,0,1501,1.1535150645624104,0.09069616135328562,0.10461938841899805,0.19531554977228366
50.0,8000,0,0,1,1,0.0,1,680,0,292,972,0,0,972,0,0,972,1,0,1,0,2,5,0,0,0,0,-1,-1,-1,0,1,0,0,0,11,16,54,71,17,0,0,3,11,0,1,2,76,1,3555,0,972,0.0,0.1215,0.0,0.1215
65.0,7800,0,1,2,1,0.0,1,507,0,286,793,0,0,793,325,0,1118,1,0,1,0,3,5,0,0,0,0,-1,0,-1,0,14,0,0,0,7,12,11,80,69,0,1,1,75,2,1,2,289,157,4651,0,1118,0.4098360655737705,0.10166666666666667,0.041666666666666664,0.14333333333333334
150.0,215245,0,0,1,1,0.0,1,1236,820,80,2136,0,0,2036,0,0,2036,2,0,2,0,3,8,0,0,0,0,-1,-1,-1,0,1,0,6,10,19,0,0,54,54,1,11,1,76,4,1,4,290,1,3524,0,2036,0.0,0.009458988594392436,0.0,0.009458988594392436
60.0,9600,0,0,0,1,0.0,2,16,0,712,728,0,0,832,809,0,1641,0,1,1,1,3,6,0,0,0,0,-1,-1,-1,0,19,1,0,0,21,11,65,94,29,0,7,1,77,0,3,2,291,158,4559,0,1641,0.9723557692307693,0.08666666666666667,0.08427083333333334,0.1709375
71.0,7795,0,0,0,1,0.0,0,425,0,291,716,0,0,716,716,0,1432,1,0,2,1,3,6,0,0,100,0,-1,-1,-1,0,0,0,0,2,22,0,1,15,14,0,0,0,0,0,0,2,292,139,3494,0,1432,1.0,0.09185375240538807,0.09185375240538807,0.18370750481077613
94.0,13005,0,0,0,0,278.0,1,692,0,153,845,0,0,1153,1200,0,2353,1,0,2,1,4,10,0,0,288,0,-1,2,-1,0,0,0,0,3,30,11,0,39,39,0,9,0,0,2,3,1,293,159,3463,0,2353,1.0407632263660018,0.08865820838139177,0.0922722029988466,0.18093041138023838
75.0,9000,0,0,0,1,0.0,0,0,0,1088,1088,0,0,1088,871,0,1959,0,0,2,1,3,8,0,0,208,0,-1,-1,-1,0,24,0,0,0,5,2,0,13,13,0,0,0,12,0,0,2,294,65,4072,0,1959,0.8005514705882353,0.12088888888888889,0.09677777777777778,0.21766666666666667
90.0,9900,0,0,0,0,256.0,0,987,0,360,1347,0,0,1372,1274,0,2646,1,0,2,1,4,9,0,0,340,0,-1,-1,-1,0,0,0,7,0,3,0,0,26,26,0,3,0,31,0,0,1,295,160,3585,0,2646,0.9285714285714286,0.1385858585858586,0.12868686868686868,0.2672727272727273
,14115,0,0,5,0,225.0,1,1036,0,336,1372,0,0,1472,0,0,1472,1,0,2,0,3,6,0,0,233,0,-1,-1,-1,0,16,0,0,0,30,0,0,39,39,0,10,1,4,2,1,3,296,80,3524,0,1472,0.0,0.1042862203329791,0.0,0.1042862203329791
111.0,16259,0,0,0,2,370.0,0,0,0,1249,1249,0,0,1249,1347,0,2596,0,0,3,1,4,9,0,0,240,0,-1,-1,-1,0,0,0,0,5,10,6,0,13,13,0,0,1,78,0,0,0,13,16,4528,2,2596,1.0784627702161729,0.0768189925579679,0.08284642351928163,0.15966541607724952
99.0,12099,0,0,0,0,388.0,0,970,0,166,1136,0,0,1136,1332,0,2468,1,0,2,1,4,10,0,0,184,0,-1,-1,-1,0,0,0,0,2,10,2,0,15,15,0,0,0,5,0,0,2,297,16,4255,0,2468,1.1725352112676057,0.09389205719480949,0.11009174311926606,0.20398380031407554
86.0,10380,0,0,0,0,172.0,1,28,1474,0,1502,0,0,1553,1177,0,2730,1,0,2,1,4,8,0,0,201,0,-1,0,-1,0,0,0,0,2,20,0,1,33,32,0,10,0,79,0,0,1,298,161,4194,0,2730,0.7578879587894398,0.1496146435452794,0.11339113680154142,0.2630057803468208
49.0,5820,0,0,1,1,0.0,1,256,0,906,1162,0,0,1163,0,0,1163,1,0,1,0,3,6,0,0,142,0,-1,-1,-1,0,25,0,0,0,21,33,50,64,14,0,0,3,11,0,1,0,299,119,4590,0,1163,0.0,0.1998281786941581,0.0,0.1998281786941581
96.0,11275,0,0,5,0,300.0,1,0,0,710,710,0,0,1898,1080,0,2978,0,0,2,1,5,11,0,0,240,0,-1,-1,-1,0,16,0,0,5,34,11,40,52,12,9,7,6,17,0,0,2,300,1,3159,0,2978,0.5690200210748156,0.1683370288248337,0.09578713968957872,0.2641241685144124
50.0,5000,0,0,3,1,0.0,1,116,0,604,720,1,1,803,0,0,803,0,0,1,0,2,5,0,0,0,0,-1,-1,-1,0,6,0,0,0,50,5,9,78,69,0,1,1,50,8,1,0,301,162,4072,0,803,0.0,0.1606,0.0,0.1606
32.0,10846,0,3,1,1,0.0,0,1619,0,100,1719,0,0,1719,0,0,1719,2,0,1,1,1,6,0,0,122,0,-1,-1,-1,0,11,0,0,7,24,2,0,26,26,0,11,0,31,0,0,4,302,27,3920,14,1719,0.0,0.15849160981006824,0.0,0.15849160981006824
80.0,11600,0,0,1,0,175.0,1,565,0,818,1383,0,0,1383,0,0,1383,0,0,1,1,3,7,0,0,0,0,-1,-1,-1,0,1,0,0,0,11,7,0,59,59,1,7,1,9,2,1,0,303,67,4681,0,1383,0.0,0.11922413793103448,0.0,0.11922413793103448
,11888,0,0,6,1,0.0,2,0,0,844,844,1,2,1445,689,0,2134,0,0,2,0,5,10,0,0,0,0,-1,-1,-1,0,30,2,1,2,51,16,78,103,25,0,2,1,7,1,0,0,304,163,3494,0,2134,0.47681660899653977,0.12155114401076716,0.057957604306864065,0.17950874831763122
60.0,6402,0,0,0,1,0.0,0,0,0,596,596,1,0,596,596,0,1192,0,0,1,0,3,6,0,1,0,0,-1,1,-1,0,19,0,0,5,14,3,30,99,69,0,2,1,60,2,1,0,305,164,3494,0,1192,1.0,0.09309590752889722,0.09309590752889722,0.18619181505779445
,10624,0,2,1,0,84.0,1,40,264,1424,1728,0,0,1728,0,0,1728,0,1,2,0,6,10,0,0,155,0,-1,-1,-1,0,7,0,0,2,11,24,0,55,55,0,3,1,80,2,2,0,306,1,4102,0,1728,0.0,0.16265060240963855,0.0,0.16265060240963855
70.0,8176,0,0,1,1,0.0,1,846,0,210,1056,0,0,1056,0,0,1056,1,0,1,0,3,6,0,0,0,0,-1,-1,-1,0,1,0,0,0,11,5,34,61,27,0,7,1,9,3,1,0,307,1,4194,0,1056,0.0,0.12915851272015655,0.0,0.12915851272015655
85.0,10655,0,0,1,0,296.0,0,1124,479,1603,3206,0,0,1629,0,0,1629,1,0,2,0,3,7,0,0,0,0,-1,-1,-1,0,1,0,0,2,10,2,1,16,15,0,0,0,81,0,0,2,308,1,3402,0,1629,0.0,0.15288596902862506,0.0,0.15288596902862506
59.0,8198,0,3,1,2,146.0,0,720,0,638,1358,0,0,1358,0,0,1358,1,0,2,0,2,6,0,0,192,0,-1,-1,-1,0,8,0,0,11,10,0,0,15,15,0,0,0,4,0,0,2,309,27,3859,0,1358,0.0,0.16565015857526225,0.0,0.16565015857526225
